SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	PeptideMass	SpectrumMass	Retention	MassDiff	Adduct	Charge
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	83	2887444	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	422	31426786	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	93	3125896	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	326	21603322	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	59	2146378	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	37	1712219	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	306	11919273	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	305	11919262	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	121	4061368	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	307	11919721	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	449	34761946	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	521	23988704	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	174	10010346	1	488.036	489.043	-1	0.000213416	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	342	22093514	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	332	21992234	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	351	22896353	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	377	24494285	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	350	22896332	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	330	21977776	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	397	25983508	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	405	27433944	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	418	31139269	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	404	27293617	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	396	25983507	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	204	21642752	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	479	35367229	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	221	22955868	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	480	35367253	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	227	22956622	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	222	22955892	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	213	22821803	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	235	24758609	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	228	22956651	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	237	25957498	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	236	25957492	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	120	4038866	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	119	4038865	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	95	3187557	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	420	31312372	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	299	11688993	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	290	8475462	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	274	3552958	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	241	29016441	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	485	35367984	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	486	35368013	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	489	39192345	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	304	11834697	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	301	11762925	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	321	20894837	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	309	11924293	1	488.038	489.043	-1	0.0017547	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	159	8292720	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	46	1757806	1	488.038	489.043	-1	0.00135629	M+H	1
/home/artem/Programming/bioinformatics/NPD-QUAST/files/casmi_quast/temp/spectres/Challenge-206.mgf	0	1	45	1755374	1	488.038	489.043	-1	0.00135629	M+H	1
