"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
10303138,"2,2,4-Trimethylazetidine",99.104797,"C6H13N","CC1CC(N1)(C)C","InChI=1S/C6H13N/c1-5-4-6(2,3)7-5/h5,7H,4H2,1-3H3","ATTVJWQVBUVDOP-UHFFFAOYSA-N"
10315097,"1,2,2-Trimethylcyclopropanamine",99.104797,"C6H13N","CC1(C)CC1(C)N","InChI=1S/C6H13N/c1-5(2)4-6(5,3)7/h4,7H2,1-3H3","JSLNMYHDORBKGU-UHFFFAOYSA-N"
10390532,"(2S)-2-Isobutylaziridine",99.104797,"C6H13N","CC(C)C[C@H]1CN1","InChI=1S/C6H13N/c1-5(2)3-6-4-7-6/h5-7H,3-4H2,1-2H3/t6-/m0/s1","KGHFQEDPQOKCSJ-LURJTMIESA-N"
10447171,"(2S,4R)-2,4-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@H]1C[C@@H](C)CN1","InChI=1S/C6H13N/c1-5-3-6(2)7-4-5/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","DUOJVRWFIHNZTJ-RITPCOANSA-N"
10447173,"(2S,3S)-2,3-Dimethylpyrrolidine",99.104797,"C6H13N","C[C@@H]1NCC[C@@H]1C","InChI=1S/C6H13N/c1-5-3-4-7-6(5)2/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","ZKCLHJUZGZWTNA-WDSKDSINSA-N"
10509451,"(3R)-3-Ethylpyrrolidine",99.104797,"C6H13N","CC[C@H]1CNCC1","InChI=1S/C6H13N/c1-2-6-3-4-7-5-6/h6-7H,2-5H2,1H3/t6-/m1/s1","DZFFQSFNUBWNSF-ZCFIWIBFSA-N"
10509462,"(3S)-3-Ethylpyrrolidine",99.104797,"C6H13N","CC[C@@H]1CNCC1","InChI=1S/C6H13N/c1-2-6-3-4-7-5-6/h6-7H,2-5H2,1H3/t6-/m0/s1","DZFFQSFNUBWNSF-LURJTMIESA-N"
10661307,"N,N-Diethylethenamine",99.104797,"C6H13N","C=CN(CC)CC","InChI=1S/C6H13N/c1-4-7(5-2)6-3/h4H,1,5-6H2,2-3H3","IQFXJRXOTKFGPN-UHFFFAOYSA-N"
10666440,"1-(2-Ethylcyclopropyl)methanamine",99.104797,"C6H13N","CCC1CC1CN","InChI=1S/C6H13N/c1-2-5-3-6(5)4-7/h5-6H,2-4,7H2,1H3","PLCCCMJDLVVFPX-UHFFFAOYSA-N"
10799770,"N-Propylcyclopropanamine",99.104797,"C6H13N","CCCNC1CC1","InChI=1S/C6H13N/c1-2-5-7-6-3-4-6/h6-7H,2-5H2,1H3","DAOWJXCNVJBLNI-UHFFFAOYSA-N"
10799780,"N-Ethylcyclobutanamine",99.104797,"C6H13N","CCNC1CCC1","InChI=1S/C6H13N/c1-2-7-6-4-3-5-6/h6-7H,2-5H2,1H3","JPWYYRCELICUKE-UHFFFAOYSA-N"
10812482,"N-Methyl-4-penten-2-amine",99.104797,"C6H13N","CC(CC=C)NC","InChI=1S/C6H13N/c1-4-5-6(2)7-3/h4,6-7H,1,5H2,2-3H3","BRLFBNVIHIQUMM-UHFFFAOYSA-N"
11415589,"2,3-Dimethyl-2-buten-1-amine",99.104797,"C6H13N","C/C(C)=C(/C)CN","InChI=1S/C6H13N/c1-5(2)6(3)4-7/h4,7H2,1-3H3","BOECHSSNNYQCRI-UHFFFAOYSA-N"
11547086,"(3E)-3-Hexen-1-amine",99.104797,"C6H13N","CC/C=C/CCN","InChI=1S/C6H13N/c1-2-3-4-5-6-7/h3-4H,2,5-7H2,1H3/b4-3+","VGZNFMCCYIOLAF-ONEGZZNKSA-N"
11667921,"3,3-Dimethylpyrrolidine",99.104797,"C6H13N","CC1(CCNC1)C","InChI=1S/C6H13N/c1-6(2)3-4-7-5-6/h7H,3-5H2,1-2H3","XBQNZPDIRJPFAI-UHFFFAOYSA-N"
11853234,"1-(1-Methylcyclopropyl)ethanamine",99.104797,"C6H13N","CC(C1(CC1)C)N","InChI=1S/C6H13N/c1-5(7)6(2)3-4-6/h5H,3-4,7H2,1-2H3","DOAMTLHAIDSDBV-UHFFFAOYSA-N"
11857284,"1-Cyclopropyl-N-methylethanamine",99.104797,"C6H13N","CC(C1CC1)NC","InChI=1S/C6H13N/c1-5(7-2)6-3-4-6/h5-7H,3-4H2,1-2H3","CBWBPZZRBSZHEE-UHFFFAOYSA-N"
13290825,"N-Ethyl-3-buten-2-amine",99.104797,"C6H13N","CCNC(C)C=C","InChI=1S/C6H13N/c1-4-6(3)7-5-2/h4,6-7H,1,5H2,2-3H3","YKYJBYZNSFKGIO-UHFFFAOYSA-N"
13411826,"3,4-Dimethylpyrrolidine",99.104797,"C6H13N","CC1CNCC1C","InChI=1S/C6H13N/c1-5-3-7-4-6(5)2/h5-7H,3-4H2,1-2H3","RDEHRKLSYJBKDV-UHFFFAOYSA-N"
13557728,"2,3-Dimethylpyrrolidine",99.104797,"C6H13N","CC1CCNC1C","InChI=1S/C6H13N/c1-5-3-4-7-6(5)2/h5-7H,3-4H2,1-2H3","ZKCLHJUZGZWTNA-UHFFFAOYSA-N"
13563584,"3-Ethylpyrrolidine",99.104797,"C6H13N","CCC1CCNC1","InChI=1S/C6H13N/c1-2-6-3-4-7-5-6/h6-7H,2-5H2,1H3","DZFFQSFNUBWNSF-UHFFFAOYSA-N"
13807208,"3,3-Dimethylcyclobutanamine",99.104797,"C6H13N","CC1(CC(C1)N)C","InChI=1S/C6H13N/c1-6(2)3-5(7)4-6/h5H,3-4,7H2,1-2H3","ZZIYOZFERMXGHB-UHFFFAOYSA-N"
