"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
2008716,"5-Carbamoyl-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cc(ncc1C(=O)N)C(=O)O","InChI=1S/C7H6N2O3/c8-6(10)4-1-2-5(7(11)12)9-3-4/h1-3H,(H2,8,10)(H,11,12)","KGBSMDOELQXOBN-UHFFFAOYSA-N"
2032445,"2-Oxo-3,3a,7,7a-tetrahydro-2H-pyrano[2,3-d][1,3]oxazole-5-carbonitrile",166.037842,"C7H6N2O3","C1C=C(OC2C1OC(=O)N2)C#N","InChI=1S/C7H6N2O3/c8-3-4-1-2-5-6(11-4)9-7(10)12-5/h1,5-6H,2H2,(H,9,10)","DKFVTWHVBCAVMH-UHFFFAOYSA-N"
2043229,"1-(3-Nitro-4-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1ccncc1[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)6-2-3-8-4-7(6)9(11)12/h2-4H,1H3","WJBPEUKZXRFJDM-UHFFFAOYSA-N"
2283380,"6-Methyl-5-nitropicolinaldehyde",166.037842,"C7H6N2O3","Cc1c(ccc(n1)C=O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5-7(9(11)12)3-2-6(4-10)8-5/h2-4H,1H3","NKZIEDOFORWCFI-UHFFFAOYSA-N"
2294214,"1-Methyl-3-(2-propynyl)imidazolidinetrione",166.037842,"C7H6N2O3","CN1C(=O)C(=O)N(C1=O)CC#C","InChI=1S/C7H6N2O3/c1-3-4-9-6(11)5(10)8(2)7(9)12/h1H,4H2,2H3","UPHTWNVHKJPWCV-UHFFFAOYSA-N"
2926733,"2-Methylthieno[3,2-d][1,2,3]diazaborinin-1(2H)-ol",166.037216,"C6H7BN2OS","B1(c2ccsc2C=NN1C)O","InChI=1S/C6H7BN2OS/c1-9-7(10)5-2-3-11-6(5)4-8-9/h2-4,10H,1H3","DHYSJNFOWHASBD-UHFFFAOYSA-N"
2934228,"4-Nitro-2,3-dihydro-1,3-benzoxazole",166.037842,"C7H6N2O3","c1cc(c2c(c1)OCN2)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-9(11)5-2-1-3-6-7(5)8-4-12-6/h1-3,8H,4H2","TUCJMBANSXLUGL-UHFFFAOYSA-N"
4318374,"2-(2-Furyl)-1H-imidazol-1-ol 3-oxide",166.037842,"C7H6N2O3","c1cc(oc1)c2n(cc[n+]2[O-])O","InChI=1S/C7H6N2O3/c10-8-3-4-9(11)7(8)6-2-1-5-12-6/h1-5,10H","WKECHNGQVCRRAM-UHFFFAOYSA-N"
4332758,"4-Oxo-4-(1H-pyrazol-1-yl)-2-butenoic acid",166.037842,"C7H6N2O3","c1cnn(c1)C(=O)C=CC(=O)O","InChI=1S/C7H6N2O3/c10-6(2-3-7(11)12)9-5-1-4-8-9/h1-5H,(H,11,12)","UJFQLMMNDJZRBU-UHFFFAOYSA-N"
4510308,"m-Nitrobenzaldehyde oxime",166.037842,"C7H6N2O3","c1cc(cc(c1)[N+](=O)[O-])/C=N/O","InChI=1S/C7H6N2O3/c10-8-5-6-2-1-3-7(4-6)9(11)12/h1-5,10H/b8-5+","GQMMRLBWXCGBEV-VMPITWQZSA-N"
4510610,"(6E)-4-(Hydroxyamino)-6-(nitrosomethylene)-2,4-cyclohexadien-1-one",166.037842,"C7H6N2O3","C1=CC(=O)/C(=C/N=O)/C=C1NO","InChI=1S/C7H6N2O3/c10-7-2-1-6(9-12)3-5(7)4-8-11/h1-4,9,12H/b5-4+","IQKKRUVILXJIFU-SNAWJCMRSA-N"
4520016,"(3E)-2-Oxo-3-(2(1H)-pyrazinylidene)propanoic acid",166.037842,"C7H6N2O3","C1=CN=C/C(=C\C(=O)C(=O)O)/N1","InChI=1S/C7H6N2O3/c10-6(7(11)12)3-5-4-8-1-2-9-5/h1-4,9H,(H,11,12)/b5-3+","GPPLFECAZXZKSA-HWKANZROSA-N"
4520439,"3-NITROBENZALDOXIME",166.037842,"C7H6N2O3","c1cc(cc(c1)[N+](=O)[O-])/C=N\O","InChI=1S/C7H6N2O3/c10-8-5-6-2-1-3-7(4-6)9(11)12/h1-5,10H/b8-5-","GQMMRLBWXCGBEV-YVMONPNESA-N"
4522436,"2-NITROBENZALDOXIME",166.037842,"C7H6N2O3","c1ccc(c(c1)/C=N\O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-8-5-6-3-1-2-4-7(6)9(11)12/h1-5,10H/b8-5-","IHMGDCCTWRRUDX-YVMONPNESA-N"
4523938,"Benzaldehyde, 4-nitro-, oxime (9CI)",166.037842,"C7H6N2O3","c1cc(ccc1/C=N/O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-8-5-6-1-3-7(4-2-6)9(11)12/h1-5,10H/b8-5+","WTLPAVBACRIHHC-VMPITWQZSA-N"
4523939,"P-NITROBENZALDOXIME",166.037842,"C7H6N2O3","c1cc(ccc1/C=N\O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-8-5-6-1-3-7(4-2-6)9(11)12/h1-5,10H/b8-5-","WTLPAVBACRIHHC-YVMONPNESA-N"
4533711,"(6Z)-6-(Aminomethylene)-4-nitro-2,4-cyclohexadien-1-one",166.037842,"C7H6N2O3","C1=CC(=O)/C(=C\N)/C=C1[N+](=O)[O-]","InChI=1S/C7H6N2O3/c8-4-5-3-6(9(11)12)1-2-7(5)10/h1-4H,8H2/b5-4-","GSLAPJUUNZARSY-PLNGDYQASA-N"
4873232,"(2E)-4-Oxo-4-(1H-pyrazol-1-yl)-2-butenoic acid",166.037842,"C7H6N2O3","c1cnn(c1)C(=O)/C=C/C(=O)O","InChI=1S/C7H6N2O3/c10-6(2-3-7(11)12)9-5-1-4-8-9/h1-5H,(H,11,12)/b3-2+","UJFQLMMNDJZRBU-NSCUHMNNSA-N"
4929379,"N-(5-Hydroxy-2-nitrosophenyl)formamide",166.037842,"C7H6N2O3","c1cc(c(cc1O)NC=O)N=O","InChI=1S/C7H6N2O3/c10-4-8-7-3-5(11)1-2-6(7)9-12/h1-4,11H,(H,8,10)","DEOFWKQJVXWMGW-UHFFFAOYSA-N"
4944184,"(2E)-3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)prop-2-enal",166.037842,"C7H6N2O3","c1cn(c(=O)[nH]c1=O)/C=C/C=O","InChI=1S/C7H6N2O3/c10-5-1-3-9-4-2-6(11)8-7(9)12/h1-5H,(H,8,11,12)/b3-1+","HWONZTOPTYHAOP-HNQUOIGGSA-N"
5498759,"(3aR,7aS)-2-Oxo-3,3a,7,7a-tetrahydro-2H-pyrano[2,3-d][1,3]oxazole-5-carbonitrile",166.037842,"C7H6N2O3","O=C1O[C@H]2C/C=C(\O[C@H]2N1)C#N","InChI=1S/C7H6N2O3/c8-3-4-1-2-5-6(11-4)9-7(10)12-5/h1,5-6H,2H2,(H,9,10)/t5-,6+/m0/s1","DKFVTWHVBCAVMH-NTSWFWBYSA-N"
5498760,"(3aS,7aS)-2-Oxo-3,3a,7,7a-tetrahydro-2H-pyrano[2,3-d][1,3]oxazole-5-carbonitrile",166.037842,"C7H6N2O3","O=C1O[C@H]2C/C=C(\O[C@@H]2N1)C#N","InChI=1S/C7H6N2O3/c8-3-4-1-2-5-6(11-4)9-7(10)12-5/h1,5-6H,2H2,(H,9,10)/t5-,6-/m0/s1","DKFVTWHVBCAVMH-WDSKDSINSA-N"
5498762,"(3aR,7aR)-2-Oxo-3,3a,7,7a-tetrahydro-2H-pyrano[2,3-d][1,3]oxazole-5-carbonitrile",166.037842,"C7H6N2O3","O=C1O[C@@H]2C/C=C(\O[C@H]2N1)C#N","InChI=1S/C7H6N2O3/c8-3-4-1-2-5-6(11-4)9-7(10)12-5/h1,5-6H,2H2,(H,9,10)/t5-,6-/m1/s1","DKFVTWHVBCAVMH-PHDIDXHHSA-N"
5498763,"(3aS,7aR)-2-Oxo-3,3a,7,7a-tetrahydro-2H-pyrano[2,3-d][1,3]oxazole-5-carbonitrile",166.037842,"C7H6N2O3","O=C1O[C@@H]2C/C=C(\O[C@@H]2N1)C#N","InChI=1S/C7H6N2O3/c8-3-4-1-2-5-6(11-4)9-7(10)12-5/h1,5-6H,2H2,(H,9,10)/t5-,6+/m1/s1","DKFVTWHVBCAVMH-RITPCOANSA-N"
5660690,"(E)-N-Hydroxy-1-(2-nitrophenyl)methanimine",166.037842,"C7H6N2O3","C1=CC=C(C(=C1)/C=N/O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-8-5-6-3-1-2-4-7(6)9(11)12/h1-5,10H/b8-5+","IHMGDCCTWRRUDX-VMPITWQZSA-N"
7988609,"(6Z)-6-Hydrazono-3-oxo-1,4-cyclohexadiene-1-carboxylic acid",166.037842,"C7H6N2O3","O=C(O)C=1\C(=N/N)\C=C/C(=O)C=1","InChI=1S/C7H6N2O3/c8-9-6-2-1-4(10)3-5(6)7(11)12/h1-3H,8H2,(H,11,12)/b9-6-","ZEPDYVSDGNBLDK-TWGQIWQCSA-N"
8187839,"4-(N'-oxohydrazino)benzoic acid",166.037842,"C7H6N2O3","O=NNc1ccc(cc1)C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)5-1-3-6(4-2-5)8-9-12/h1-4H,(H,8,12)(H,10,11)","ZENPAMSYUBFEOH-UHFFFAOYSA-N"
8488738,"3-carbamoyl-picolinic acid",166.037842,"C7H6N2O3","C1=CC(=C(N=C1)C(=O)O)C(=O)N","InChI=1S/C7H6N2O3/c8-6(10)4-2-1-3-9-5(4)7(11)12/h1-3H,(H2,8,10)(H,11,12)","CGDAWEVRGAIHJH-UHFFFAOYSA-N"
8505115,"4-Methyl-3-nitro-2-pyridinecarbaldehyde",166.037842,"C7H6N2O3","CC1=C(C(=NC=C1)C=O)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5-2-3-8-6(4-10)7(5)9(11)12/h2-4H,1H3","WSMQBQZASSMEEY-UHFFFAOYSA-N"
8662649,"(1-Oxido-2,1,3-benzoxadiazol-4-yl)methanol",166.037842,"C7H6N2O3","[O-][n+]1onc2c(cccc12)CO","InChI=1S/C7H6N2O3/c10-4-5-2-1-3-6-7(5)8-12-9(6)11/h1-3,10H,4H2","BSIYAABPZQBRMU-UHFFFAOYSA-N"
8662650,"7-Nitro-2,3-dihydrofuro[2,3-c]pyridine",166.037842,"C7H6N2O3","[O-][N+](=O)c2nccc1c2OCC1","InChI=1S/C7H6N2O3/c10-9(11)7-6-5(1-3-8-7)2-4-12-6/h1,3H,2,4H2","RAZLXPDPXAMVBL-UHFFFAOYSA-N"
8710443,"(1-Oxido-2,1,3-benzoxadiazol-5-yl)methanol",166.037842,"C7H6N2O3","[O-][n+]1onc2cc(ccc12)CO","InChI=1S/C7H6N2O3/c10-4-5-1-2-7-6(3-5)8-12-9(7)11/h1-3,10H,4H2","PGGQDQFDAHJMTE-UHFFFAOYSA-N"
8782512,"(3-Oxido-2,1,3-benzoxadiazol-5-yl)methanol",166.037842,"C7H6N2O3","[O-][n+]1onc2ccc(cc12)CO","InChI=1S/C7H6N2O3/c10-4-5-1-2-6-7(3-5)9(11)12-8-6/h1-3,10H,4H2","LWORIAJJERMONP-UHFFFAOYSA-N"
8829962,"5-Nitro-2,3-dihydrofuro[3,2-b]pyridine",166.037842,"C7H6N2O3","[O-][N+](=O)c2nc1c(OCC1)cc2","InChI=1S/C7H6N2O3/c10-9(11)7-2-1-6-5(8-7)3-4-12-6/h1-2H,3-4H2","CPTDYXQLDXOWTB-UHFFFAOYSA-N"
8829963,"5-Nitro-2,3-dihydrofuro[2,3-c]pyridine",166.037842,"C7H6N2O3","[O-][N+](=O)c1ncc2OCCc2c1","InChI=1S/C7H6N2O3/c10-9(11)7-3-5-1-2-12-6(5)4-8-7/h3-4H,1-2H2","CUQVUFAXQJGREC-UHFFFAOYSA-N"
8877546,"(3-Oxido-2,1,3-benzoxadiazol-4-yl)methanol",166.037842,"C7H6N2O3","c1cc(c2c(c1)no[n+]2[O-])CO","InChI=1S/C7H6N2O3/c10-4-5-2-1-3-6-7(5)9(11)12-8-6/h1-3,10H,4H2","XVZDFWWMVYNFIX-UHFFFAOYSA-N"
8996247,"(4-Amino-3-pyridinyl)(oxo)acetic acid",166.037842,"C7H6N2O3","O=C(c1c(N)ccnc1)C(=O)O","InChI=1S/C7H6N2O3/c8-5-1-2-9-3-4(5)6(10)7(11)12/h1-3H,(H2,8,9)(H,11,12)","VEDDSQRMXQATTP-UHFFFAOYSA-N"
10033501,"Ethyl 3,3-dicyano-2-hydroxyacrylate",166.037842,"C7H6N2O3","CCOC(=O)C(=C(C#N)C#N)O","InChI=1S/C7H6N2O3/c1-2-12-7(11)6(10)5(3-8)4-9/h10H,2H2,1H3","HUZJIBOGNDSXPB-UHFFFAOYSA-N"
10366843,"1-(5-Nitro-3-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1cc(cnc1)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c1-5(10)6-2-7(9(11)12)4-8-3-6/h2-4H,1H3","AMRROBUZGNVCBL-UHFFFAOYSA-N"
10386103,"4-Methyl-5-nitro-2-pyridinecarbaldehyde",166.037842,"C7H6N2O3","Cc1cc(ncc1[N+]([O-])=O)C=O","InChI=1S/C7H6N2O3/c1-5-2-6(4-10)8-3-7(5)9(11)12/h2-4H,1H3","OBGLQHSGHQAMLV-UHFFFAOYSA-N"
10543987,"5-Hydroxy-2-methyl-7H-[1,2]oxazolo[2,3-a]pyrimidin-7-one",166.037842,"C7H6N2O3","C/C1=C/C2=NC(\O)=C/C(=O)N2O1","InChI=1S/C7H6N2O3/c1-4-2-5-8-6(10)3-7(11)9(5)12-4/h2-3,10H,1H3","MJRFPYYMNDKFDA-UHFFFAOYSA-N"
10561258,"5,6-Dihydroxy-1,3-dihydro-2H-benzimidazol-2-one",166.037842,"C7H6N2O3","Oc1cc2NC(=O)Nc2cc1O","InChI=1S/C7H6N2O3/c10-5-1-3-4(2-6(5)11)9-7(12)8-3/h1-2,10-11H,(H2,8,9,12)","UGPAJONXSJEDAO-UHFFFAOYSA-N"
10580492,"4-Hydroxy-3-methyl[1,2]oxazolo[5,4-b]pyridin-6(7H)-one",166.037842,"C7H6N2O3","Oc1cc(O)nc2onc(C)c12","InChI=1S/C7H6N2O3/c1-3-6-4(10)2-5(11)8-7(6)12-9-3/h2H,1H3,(H2,8,10,11)","NODOGPNHOKMMNY-UHFFFAOYSA-N"
10590836,"2,5-Dihydroxy-1-methyl-6-oxo-1,6-dihydro-3-pyridinecarbonitrile",166.037842,"C7H6N2O3","O\C1=C\C(C#N)=C(\O)N(C)C1=O","InChI=1S/C7H6N2O3/c1-9-6(11)4(3-8)2-5(10)7(9)12/h2,10-11H,1H3","XXTCQCXRUDDCCX-UHFFFAOYSA-N"
10697291,"4-Oxo-6,7-dihydro-4H-pyrazolo[5,1-c][1,4]oxazine-2-carbaldehyde",166.037842,"C7H6N2O3","O=C1OCCn2nc(cc12)C=O","InChI=1S/C7H6N2O3/c10-4-5-3-6-7(11)12-2-1-9(6)8-5/h3-4H,1-2H2","KUEDVGNDBLCOED-UHFFFAOYSA-N"
10715122,"3-(Nitrosoamino)benzoic acid",166.037842,"C7H6N2O3","O\N=N\c1cc(ccc1)C(O)=O","InChI=1S/C7H6N2O3/c10-7(11)5-2-1-3-6(4-5)8-9-12/h1-4H,(H,8,12)(H,10,11)","HWBWHTJVRRYKHW-UHFFFAOYSA-N"
10808476,"2-Amino-4-nitrobenzaldehyde",166.037842,"C7H6N2O3","c1cc(c(cc1[N+](=O)[O-])N)C=O","InChI=1S/C7H6N2O3/c8-7-3-6(9(11)12)2-1-5(7)4-10/h1-4H,8H2","DKVANZONLCMNBC-UHFFFAOYSA-N"
11178542,"2-Nitrobenzamide",166.037842,"C7H6N2O3","c1ccc(c(c1)C(=O)N)[N+](=O)[O-]","InChI=1S/C7H6N2O3/c8-7(10)5-3-1-2-4-6(5)9(11)12/h1-4H,(H2,8,10)","KLGQWSOYKYFBTR-UHFFFAOYSA-N"
11194109,"5-(3-Hydroxy-1-propyn-1-yl)-2,4(1H,3H)-pyrimidinedione",166.037842,"C7H6N2O3","c1c(c(=O)[nH]c(=O)[nH]1)C#CCO","InChI=1S/C7H6N2O3/c10-3-1-2-5-4-8-7(12)9-6(5)11/h4,10H,3H2,(H2,8,9,11,12)","QQUDYGFTJFEYEA-UHFFFAOYSA-N"
11202219,"3-Nitrobenzamide",166.037842,"C7H6N2O3","c1cc(cc(c1)[N+](=O)[O-])C(=O)N","InChI=1S/C7H6N2O3/c8-7(10)5-2-1-3-6(4-5)9(11)12/h1-4H,(H2,8,10)","KWAYEPXDGHYGRW-UHFFFAOYSA-N"
13338386,"6-Carbamoyl-2-pyridinecarboxylic acid",166.037842,"C7H6N2O3","c1cc(nc(c1)C(=O)O)C(=O)N","InChI=1S/C7H6N2O3/c8-6(10)4-2-1-3-5(9-4)7(11)12/h1-3H,(H2,8,10)(H,11,12)","MUTVEWJASOPKGU-UHFFFAOYSA-N"
13352549,"3-Oxo-3-(2-pyrazinyl)propanoic acid",166.037842,"C7H6N2O3","c1cnc(cn1)C(=O)CC(=O)O","InChI=1S/C7H6N2O3/c10-6(3-7(11)12)5-4-8-1-2-9-5/h1-2,4H,3H2,(H,11,12)","KCHSCQZIKDBTIJ-UHFFFAOYSA-N"
14058161,"1-(3-Nitro-2-pyridinyl)ethanone",166.037842,"C7H6N2O3","CC(=O)c1c(cccn1)N(=O)=O","InChI=1S/C7H6N2O3/c1-5(10)7-6(9(11)12)3-2-4-8-7/h2-4H,1H3","UOSQCJBQCZOILA-UHFFFAOYSA-N"
14087118,"2-Carbamoylisonicotinic acid",166.037842,"C7H6N2O3","c1cnc(cc1C(=O)O)C(=O)N","InChI=1S/C7H6N2O3/c8-6(10)5-3-4(7(11)12)1-2-9-5/h1-3H,(H2,8,10)(H,11,12)","RIEKUXDEDZHANI-UHFFFAOYSA-N"
14243337,"6-Carbamoylnicotinic acid",166.037842,"C7H6N2O3","c1cc(ncc1C(=O)O)C(=O)N","InChI=1S/C7H6N2O3/c8-6(10)5-2-1-4(3-9-5)7(11)12/h1-3H,(H2,8,10)(H,11,12)","JFCICVDKSOXXCF-UHFFFAOYSA-N"
14262579,"N-Nitrobenzamide",166.037842,"C7H6N2O3","c1ccc(cc1)C(=O)N[N+](=O)[O-]","InChI=1S/C7H6N2O3/c10-7(8-9(11)12)6-4-2-1-3-5-6/h1-5H,(H,8,10)","PCDOBTHDMDMWGS-UHFFFAOYSA-N"
14272121,"2-(Nitrosoamino)benzoic acid",166.037842,"C7H6N2O3","c1ccc(c(c1)C(=O)O)/N=N/O","InChI=1S/C7H6N2O3/c10-7(11)5-3-1-2-4-6(5)8-9-12/h1-4H,(H,8,12)(H,10,11)","PLYZRRVRRKNGRW-UHFFFAOYSA-N"
14483662,"5-Acetyl-4-pyrimidinecarboxylic acid",166.037842,"C7H6N2O3","CC(=O)c1cncnc1C(=O)O","InChI=1S/C7H6N2O3/c1-4(10)5-2-8-3-9-6(5)7(11)12/h2-3H,1H3,(H,11,12)","HOFDMRIORCOHPZ-UHFFFAOYSA-N"
15155697,"(2Z)-(Hydroxyimino)(2-pyridinyl)acetic acid",166.037842,"C7H6N2O3","c1ccnc(c1)/C(=N/O)/C(=O)O","InChI=1S/C7H6N2O3/c10-7(11)6(9-12)5-3-1-2-4-8-5/h1-4,12H,(H,10,11)/b9-6-","XEUZNFOODWAMRO-TWGQIWQCSA-N"
15328277,"Oxo(3-pyridinylamino)acetic acid",166.037842,"C7H6N2O3","c1cc(cnc1)NC(=O)C(=O)O","InChI=1S/C7H6N2O3/c10-6(7(11)12)9-5-2-1-3-8-4-5/h1-4H,(H,9,10)(H,11,12)","WUYWZTQKSABHSR-UHFFFAOYSA-N"
15927972,"4-Methyl-5-(1,3-oxazol-2-yl)-1,2-oxazol-3(2H)-one",166.037842,"C7H6N2O3","Cc1c(onc1O)c2ncco2","InChI=1S/C7H6N2O3/c1-4-5(12-9-6(4)10)7-8-2-3-11-7/h2-3H,1H3,(H,9,10)","AKZDNPSEWRLUBY-UHFFFAOYSA-N"
