"Identifier","CompoundName","MonoisotopicMass","MolecularFormula","SMILES","InChI","InChIKey"
23976553,"1-(4-Methoxyphenyl)-1-(2,2-~2~H_2_)propanone",166.096283,"C10H10D2O2","[2H]C([2H])(C)C(=O)c1ccc(cc1)OC","InChI=1S/C10H12O2/c1-3-10(11)8-4-6-9(12-2)7-5-8/h4-7H,3H2,1-2H3/i3D2","ZJVAWPKTWVFKHG-SMZGMGDZSA-N"
24818618,"1-[2-(Carbamoylamino)ethyl]pyridinium",166.097488,"C8H12N3O","c1cc[n+](cc1)CCNC(=O)N","InChI=1S/C8H11N3O/c9-8(12)10-4-7-11-5-2-1-3-6-11/h1-3,5-6H,4,7H2,(H2-,9,10,12)/p+1","KHYSZCQHVDLOMH-UHFFFAOYSA-O"
25039347,"1-Allyl-4-[(E)-(hydroxyimino)methyl]-3-methyl-1H-imidazol-3-ium",166.097488,"C8H12N3O","C[n+]1cn(cc1/C=N/O)CC=C","InChI=1S/C8H11N3O/c1-3-4-11-6-8(5-9-12)10(2)7-11/h3,5-7H,1,4H2,2H3/p+1/b9-5+","YJJHIVWMXSDPAQ-WEVVVXLNSA-O"
25072127,"1',5'-Dihydro-4'H-1,4'-bipyrazole-4,4'-diamine",166.096695,"C6H10N6","c1c(cn(n1)C2(CNN=C2)N)N","InChI=1S/C6H10N6/c7-5-1-11-12(2-5)6(8)3-9-10-4-6/h1-3,10H,4,7-8H2","DNSNZNOHHYQRQB-UHFFFAOYSA-N"
25072128,"1',5'-Dihydro-1H,4'H-3,4'-bipyrazole-4,4'-diamine",166.096695,"C6H10N6","c1c(c(n[nH]1)C2(CNN=C2)N)N","InChI=1S/C6H10N6/c7-4-1-9-12-5(4)6(8)2-10-11-3-6/h1-2,11H,3,7-8H2,(H,9,12)","VKRNUDPGGIZKTO-UHFFFAOYSA-N"
32748351,"(2E)-1-Methyl-N-(1H-tetrazol-5-yl)-2-pyrrolidinimine",166.096695,"C6H10N6","CN\1CCC/C1=N\c2[nH]nnn2","InChI=1S/C6H10N6/c1-12-4-2-3-5(12)7-6-8-10-11-9-6/h2-4H2,1H3,(H,8,9,10,11)/b7-5+","USJMNMBIPMIMEA-FNORWQNLSA-N"
35141708,"1,1,1-Trifluoro-2-octene",166.096939,"C8H13F3","CCCCCC=CC(F)(F)F","InChI=1S/C8H13F3/c1-2-3-4-5-6-7-8(9,10)11/h6-7H,2-5H2,1H3","WLPUOOBRPFNZGU-UHFFFAOYSA-N"
35490792,"4-(Aminomethyl)-6-methyl-1,6-dihydropyrazolo[3,4-c]pyrazol-3-amine",166.096695,"C6H10N6","Cn1c2c(c(n1)CN)c(n[nH]2)N","InChI=1S/C6H10N6/c1-12-6-4(3(2-7)11-12)5(8)9-10-6/h2,7H2,1H3,(H3,8,9,10)","WIKWAPOYEDPFBJ-UHFFFAOYSA-N"
35909103,"3-[5-Amino-3-(methylamino)-1H-1,2,4-triazol-1-yl]propanenitrile",166.096695,"C6H10N6","CNc1nc(n(n1)CCC#N)N","InChI=1S/C6H10N6/c1-9-6-10-5(8)12(11-6)4-2-3-7/h2,4H2,1H3,(H3,8,9,10,11)","GDSKFPNJLFEPDU-UHFFFAOYSA-N"
35914361,"5-[(2-Propyn-1-ylamino)methyl]-4H-1,2,4-triazole-3,4-diamine",166.096695,"C6H10N6","C#CCNCc1nnc(n1N)N","InChI=1S/C6H10N6/c1-2-3-9-4-5-10-11-6(7)12(5)8/h1,9H,3-4,8H2,(H2,7,11)","PSSJZEHYRTTXTN-UHFFFAOYSA-N"
37494071,"1-(3,5-Dimethyl-3H-imidazo[1,2-d]tetrazol-6-yl)methanamine",166.096695,"C6H10N6","Cc1c(n2c(n1)n(nn2)C)CN","InChI=1S/C6H10N6/c1-4-5(3-7)12-6(8-4)11(2)9-10-12/h3,7H2,1-2H3","ULTYNUCVWYUVFW-UHFFFAOYSA-N"
37494072,"1-(5-Methyl-3H-imidazo[1,2-d]tetrazol-6-yl)ethanamine",166.096695,"C6H10N6","Cc1c(n2c(n1)[nH]nn2)C(C)N","InChI=1S/C6H10N6/c1-3(7)5-4(2)8-6-9-10-11-12(5)6/h3H,7H2,1-2H3,(H,8,9,11)","SUEZFUFFIYZDEJ-UHFFFAOYSA-N"
37552771,"5,6,7,8-Tetrahydro[1,2,4]triazolo[4,3-a]pyrazine-3-carboximidamide",166.096695,"C6H10N6","C1Cn2c(nnc2C(=N)N)CN1","InChI=1S/C6H10N6/c7-5(8)6-11-10-4-3-9-1-2-12(4)6/h9H,1-3H2,(H3,7,8)","XXFSLZGHAPZHIQ-UHFFFAOYSA-N"
37662917,"2-(5,6-Dihydro-4H-imidazo[1,2-b][1,2,4]triazol-2-yl)ethanimidamide",166.096695,"C6H10N6","C1Cn2c(nc(n2)CC(=N)N)N1","InChI=1S/C6H10N6/c7-4(8)3-5-10-6-9-1-2-12(6)11-5/h1-3H2,(H3,7,8)(H,9,10,11)","JUPDNPMCMFHTRI-UHFFFAOYSA-N"
37664172,"4-Methyl-5,6-dihydro-4H-imidazo[1,2-b][1,2,4]triazole-2-carboximidamide",166.096695,"C6H10N6","CN1CCn2c1nc(n2)C(=N)N","InChI=1S/C6H10N6/c1-11-2-3-12-6(11)9-5(10-12)4(7)8/h2-3H2,1H3,(H3,7,8)","ODLGAIZOTSRFHI-UHFFFAOYSA-N"
40247223,"3-[Methyl(1-methyl-1H-tetrazol-5-yl)amino]propanenitrile",166.096695,"C6H10N6","Cn1c(nnn1)N(C)CCC#N","InChI=1S/C6H10N6/c1-11(5-3-4-7)6-8-9-10-12(6)2/h3,5H2,1-2H3","LZENEWPYNWXTPB-UHFFFAOYSA-N"
40274262,"N-(1H-Tetrazol-5-ylmethyl)cyclopropanecarboximidamide",166.096695,"C6H10N6","C1CC1C(=N)NCc2[nH]nnn2","InChI=1S/C6H10N6/c7-6(4-1-2-4)8-3-5-9-11-12-10-5/h4H,1-3H2,(H2,7,8)(H,9,10,11,12)","IREYIQUOKZKYNR-UHFFFAOYSA-N"
41386778,"5-(1-Amino-3-butyn-1-yl)-4H-1,2,4-triazole-3,4-diamine",166.096695,"C6H10N6","C#CCC(c1nnc(n1N)N)N","InChI=1S/C6H10N6/c1-2-3-4(7)5-10-11-6(8)12(5)9/h1,4H,3,7,9H2,(H2,8,11)","FGXDFKOQUVJSGQ-UHFFFAOYSA-N"
41946734,"(2E)-2-[(1-Methyl-1H-pyrazol-5-yl)methylene]hydrazinecarboximidamide",166.096695,"C6H10N6","Cn1c(ccn1)/C=N/NC(=N)N","InChI=1S/C6H10N6/c1-12-5(2-3-10-12)4-9-11-6(7)8/h2-4H,1H3,(H4,7,8,11)/b9-4+","WXKOZGPFRGWHJP-RUDMXATFSA-N"
41976095,"N-(4H-1,2,4-Triazol-3-ylmethyl)-4,5-dihydro-1H-imidazol-2-amine",166.096695,"C6H10N6","c1[nH]c(nn1)CNC2=NCCN2","InChI=1S/C6H10N6/c1-2-8-6(7-1)9-3-5-10-4-11-12-5/h4H,1-3H2,(H2,7,8,9)(H,10,11,12)","QVPIJENYPMKZFV-UHFFFAOYSA-N"
